date,year,month,team,customer,product,category,quantity,revenue,cost,profit
2023-11-01,2023,11,유통3팀,대왕상사유통단지점,P-ST(PL),방청유(상),3,525000,383880,141120
2023-11-01,2023,11,유통5팀,수성상사,P-ST(PL),방청유(상),5,875000,619450,255550
2023-11-01,2023,11,유통1팀,에이원케미칼,P-ST(PL),방청유(상),4,700000,529248,170752
2023-11-01,2023,11,유통5팀,웅케미칼,P-ST(PL),방청유(상),1,175000,123891,51109
2023-11-01,2023,11,유통3팀,천운상사,P-ST(PL),방청유(상),2,350000,255920,94080
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),P-ST(PL),방청유(상),10,1750000,1267487,482513
2023-11-01,2023,11,유통2팀,행복나래 주식회사,P-ST(PL),방청유(상),3,525000,451921,73079
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,WD-40 1GALLON,방청유(상),12,372000,313723,58277
2023-11-01,2023,11,유통1팀,(주)부광케이씨,WD-40 1GALLON,방청유(상),8,248000,209148,38852
2023-11-01,2023,11,유통5팀,웅케미칼,WD-40 1GALLON,방청유(상),4,124000,102473,21527
2023-11-01,2023,11,유통1팀,주식회사 계룡,WD-40 1GALLON,방청유(상),16,496000,433761,62239
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 1GALLON,방청유(상),4,124000,104498,19502
2023-11-01,2023,11,영업지원팀,범우화학공업(주)시화,DCHA,기타유제(상),160,88992000,89669378,-677378
2023-11-01,2023,11,영업지원팀,범우화학공업(주)양산,DCHA,기타유제(상),240,133488000,134504070,-1016070
2023-11-01,2023,11,유통2팀,범우화학공업(주)양산,MIKROCOUNT DUO,기타유제(상),140,630000,601633,28367
2023-11-01,2023,11,유통2팀,주식회사비아이티범우연구소,MIKROCOUNT DUO,기타유제(상),300,1350000,1289217,60783
2023-11-01,2023,11,유통2팀,(주)노루오토코팅,SANI CHECK BF,기타유제(상),10,97000,102066,-5066
2023-11-01,2023,11,유통2팀,선우과학상사,SANI CHECK BF,기타유제(상),70,546000,676456,-130456
2023-11-01,2023,11,유통2팀,아성정밀화학(주),SANI CHECK BF,기타유제(상),30,255000,295909,-40909
2023-11-01,2023,11,유통2팀,일광이화학상사,SANI CHECK BF,기타유제(상),10,90000,100066,-10066
2023-11-01,2023,11,유통2팀,하나종합상사,SANI CHECK BF,기타유제(상),30,255000,295909,-40909
2023-11-01,2023,11,유통3팀,(주)대왕상사,SPECIALIST(P),기타유제(상),36,288000,242895,45105
2023-11-01,2023,11,유통1팀,(주)동명하이텍,SPECIALIST(P),기타유제(상),36,288000,241078,46922
2023-11-01,2023,11,유통1팀,(주)부광케이씨,SPECIALIST(P),기타유제(상),102,816000,683056,132944
2023-11-01,2023,11,유통1팀,디와이(DY)상사,SPECIALIST(P),기타유제(상),18,144000,120540,23460
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),SPECIALIST(P),기타유제(상),54,432000,361353,70647
2023-11-01,2023,11,유통3팀,(주) 성광종합상사,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),24,216000,157532,58468
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),60,540000,390421,149579
2023-11-01,2023,11,유통5팀,(주)제일종합상사웰딩,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),12,108000,80640,27360
2023-11-01,2023,11,유통1팀,디와이(DY)상사,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),144,1296000,937014,358986
2023-11-01,2023,11,유통1팀,한성상사,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),6,54000,39043,14957
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,SPECIALIST(T) 수입금지,기타유제(상),30,255000,157726,97274
2023-11-01,2023,11,유통5팀,(주)제일종합상사웰딩,SPECIALIST(T) 수입금지,기타유제(상),18,153000,98256,54744
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),30,270000,184292,85708
2023-11-01,2023,11,유통5팀,(주)제일종합상사웰딩,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),18,162000,114408,47592
2023-11-01,2023,11,유통1팀,디와이(DY)상사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),72,648000,442300,205700
2023-11-01,2023,11,유통3팀,범우하이테크 주식회사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),84,756000,515556,240444
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),42,378000,257778,120222
2023-11-01,2023,11,유통1팀,한성상사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),18,162000,110575,51425
2023-11-01,2023,11,유통2팀,행복나래 주식회사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),1,10000,7571,2429
2023-11-01,2023,11,영업지원팀,범우화학공업(주)시화,WD-40-C,기타유제(상),52,67600000,66220821,1379179
2023-11-01,2023,11,유통2팀,(주)이랜드이츠,용기(475ml),기타유제(상),360,216000,183786,32214
2023-11-01,2023,11,영업지원팀,(주)범우 양산공장,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),50,72500,57780,14720
2023-11-01,2023,11,유통1팀,디와이(DY)상사,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),250,325000,288861,36139
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),250,362500,288906,73594
2023-11-01,2023,11,유통1팀,주식회사 계룡,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),350,455000,418594,36406
2023-11-01,2023,11,유통1팀,디와이(DY)상사,BEX NBR GLOVE(GRAY M),유통소비재(BEX)(상),250,325000,288020,36980
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,BEX NBR GLOVE(GRAY M),유통소비재(BEX)(상),250,362500,288064,74436
2023-11-01,2023,11,유통1팀,주식회사 계룡,BEX NBR GLOVE(GRAY M),유통소비재(BEX)(상),150,195000,178893,16107
2023-11-01,2023,11,유통2팀,쿠팡 주식회사,WD-40 BIKE CLEANER,유통소비재(BEX)(상),25,180007,169705,10302
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 BIKE CLEANER,유통소비재(BEX)(상),12,96000,63212,32788
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,WD-40 BIKE(Dry),유통소비재(BEX)(상),120,900000,512111,387889
2023-11-01,2023,11,유통2팀,(주)씨엔모드,WD-40 BIKE(Dry),유통소비재(BEX)(상),60,357000,298276,58724
2023-11-01,2023,11,유통2팀,(주)이마트,WD-40 BIKE(Dry),유통소비재(BEX)(상),156,967200,783459,183741
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 BIKE(Dry),유통소비재(BEX)(상),12,90000,51156,38844
2023-11-01,2023,11,유통3팀,(주)대왕상사,WD-40 BIKE(Wet),유통소비재(BEX)(상),12,90000,53504,36496
2023-11-01,2023,11,유통1팀,디와이(DY)상사,WD-40 BIKE(Wet),유통소비재(BEX)(상),12,90000,52936,37064
2023-11-01,2023,11,유통1팀,디와이(DY)상사,WD-40 Bike Chain Lube,유통소비재(BEX)(상),12,84000,48639,35361
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 Bike Chain Lube,유통소비재(BEX)(상),12,84000,48588,35412
2023-11-01,2023,11,유통2팀,(주)엠비에스코퍼레이션,WD-40 Bike Degreaser,유통소비재(BEX)(상),120,756000,573330,182670
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 Bike Degreaser,유통소비재(BEX)(상),24,168000,95151,72849
2023-11-01,2023,11,영업지원팀,(주)범우 양산공장,CT-21 1 KG(수성),유통소비재(BEX),12,49200,46125,3075
2023-11-01,2023,11,유통3팀,범우하이텍,CT-21 1 KG(수성),유통소비재(BEX),240,1008000,930320,77680
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,CT-21 1 KG(수성),유통소비재(BEX),12,49200,46125,3075
2023-11-01,2023,11,영업지원팀,(주)범우 양산공장,CT-21 1000ML,유통소비재(BEX),12,45600,41206,4394
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,CT-21 20 kg (수성),유통소비재(BEX),5,325000,330799,-5799
2023-11-01,2023,11,유통1팀,주식회사 계룡,CT-21 20 kg (수성),유통소비재(BEX),10,650000,686338,-36338
2023-11-01,2023,11,유통5팀,(주)우진접착제,CT-21 520ML(20),유통소비재(BEX),24,60000,51144,8856
2023-11-01,2023,11,영업지원팀,(주)범우 양산공장,CT-21 EF 520ml,유통소비재(BEX),24,60000,60352,-352
2023-11-01,2023,11,유통1팀,(주)동명하이텍,WD-40 120ML,유통소비재(BEX),200,390000,274017,115983
2023-11-01,2023,11,유통5팀,(주)동신툴피아,WD-40 120ML,유통소비재(BEX),10440,20358000,13958680,6399320
2023-11-01,2023,11,유통1팀,(주)부광케이씨,WD-40 120ML,유통소비재(BEX),300,585000,411025,173975
2023-11-01,2023,11,유통2팀,(주)서브원,WD-40 120ML,유통소비재(BEX),130,253500,212563,40937
2023-11-01,2023,11,유통5팀,(주)에스엔더블유,WD-40 120ML,유통소비재(BEX),300,585000,424863,160137
2023-11-01,2023,11,유통2팀,(주)이마트,WD-40 120ML,유통소비재(BEX),2680,5762000,4491330,1270670
2023-11-01,2023,11,유통1팀,(주)일신비츠온,WD-40 120ML,유통소비재(BEX),200,390000,274017,115983
2023-11-01,2023,11,유통2팀,(주)하우플러스,WD-40 120ML,유통소비재(BEX),80,168000,133255,34745
2023-11-01,2023,11,유통1팀,동진이코노(주),WD-40 120ML,유통소비재(BEX),300,585000,411026,173974
2023-11-01,2023,11,유통1팀,디와이(DY)상사,WD-40 120ML,유통소비재(BEX),120,234000,164409,69591
2023-11-01,2023,11,유통3팀,범우하이테크 주식회사,WD-40 120ML,유통소비재(BEX),600,1170000,821335,348665
2023-11-01,2023,11,유통3팀,범우하이텍,WD-40 120ML,유통소비재(BEX),400,780000,547558,232442
2023-11-01,2023,11,유통1팀,에이원케미칼,WD-40 120ML,유통소비재(BEX),340,663000,486500,176500
2023-11-01,2023,11,유통1팀,지앤디 협동조합,WD-40 120ML,유통소비재(BEX),800,1560000,1144706,415294
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 120ML,유통소비재(BEX),100,195000,136888,58112
2023-11-01,2023,11,유통3팀,(주)대왕상사,WD-40 220ML,유통소비재(BEX),350,857500,648050,209450
2023-11-01,2023,11,유통2팀,(주)돌비웨이,WD-40 220ML,유통소비재(BEX),910,2275000,1983150,291850
2023-11-01,2023,11,유통5팀,(주)동신툴피아,WD-40 220ML,유통소비재(BEX),945,2315250,1695892,619358
2023-11-01,2023,11,유통1팀,(주)부광케이씨,WD-40 220ML,유통소비재(BEX),1050,2572500,1927918,644582
2023-11-01,2023,11,유통2팀,(주)서브원,WD-40 220ML,유통소비재(BEX),152,372400,329704,42696
2023-11-01,2023,11,유통1팀,(주)신개암,WD-40 220ML,유통소비재(BEX),175,428750,334687,94063
2023-11-01,2023,11,유통2팀,(주)씨엔모드,WD-40 220ML,유통소비재(BEX),470,1175000,1024266,150734
2023-11-01,2023,11,유통5팀,(주)에스엔더블유,WD-40 220ML,유통소비재(BEX),16205,39702250,30693390,9008860
2023-11-01,2023,11,유통1팀,(주)일신비츠온,WD-40 220ML,유통소비재(BEX),700,1715000,1285280,429720
2023-11-01,2023,11,유통1팀,(주)태영케미칼,WD-40 220ML,유통소비재(BEX),350,857500,642639,214861
2023-11-01,2023,11,유통2팀,(주)하우플러스,WD-40 220ML,유통소비재(BEX),175,455000,384940,70060
2023-11-01,2023,11,유통3팀,대일테이프,WD-40 220ML,유통소비재(BEX),175,428750,324025,104725
2023-11-01,2023,11,유통1팀,동진이코노(주),WD-40 220ML,유통소비재(BEX),1400,3430000,2570558,859442
2023-11-01,2023,11,유통1팀,디와이(DY)상사,WD-40 220ML,유통소비재(BEX),2380,5831000,4369949,1461051
2023-11-01,2023,11,유통3팀,범우하이텍,WD-40 220ML,유통소비재(BEX),1050,2572500,1926347,646153
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,WD-40 220ML,유통소비재(BEX),175,411250,317300,93950
2023-11-01,2023,11,유통1팀,상도상사,WD-40 220ML,유통소비재(BEX),350,857500,642639,214861
2023-11-01,2023,11,유통1팀,에이원케미칼,WD-40 220ML,유통소비재(BEX),455,1114750,870188,244562
2023-11-01,2023,11,유통1팀,영진하이텍,WD-40 220ML,유통소비재(BEX),350,857500,642639,214861
2023-11-01,2023,11,유통5팀,웅케미칼,WD-40 220ML,유통소비재(BEX),70,171500,125622,45878
2023-11-01,2023,11,유통1팀,주식회사 리더스컴퍼니,WD-40 220ML,유통소비재(BEX),70,192500,129953,62547
2023-11-01,2023,11,유통1팀,주식회사 영진하이테크,WD-40 220ML,유통소비재(BEX),175,428750,321319,107431
2023-11-01,2023,11,유통1팀,지앤디 협동조합,WD-40 220ML,유통소비재(BEX),2100,5145000,4016255,1128745
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 220ML,유통소비재(BEX),350,857500,642115,215385
2023-11-01,2023,11,유통2팀,태경플러스(주),WD-40 220ML,유통소비재(BEX),875,2406250,2149026,257224
2023-11-01,2023,11,유통2팀,행복나래 주식회사,WD-40 220ML,유통소비재(BEX),490,1249500,1072843,176657
2023-11-01,2023,11,유통3팀,(주) 성광종합상사,WD-40 360ML,유통소비재(BEX),5760,19872000,14012875,5859125
2023-11-01,2023,11,유통3팀,(주)대왕상사,WD-40 360ML,유통소비재(BEX),5760,19872000,14012875,5859125
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,WD-40 360ML,유통소비재(BEX),2400,8280000,5786442,2493558
2023-11-01,2023,11,유통1팀,(주)동명하이텍,WD-40 360ML,유통소비재(BEX),360,1242000,867967,374033
2023-11-01,2023,11,유통5팀,(주)동신툴피아,WD-40 360ML,유통소비재(BEX),14400,49680000,33876764,15803236
2023-11-01,2023,11,유통5팀,(주)백두종합상사,WD-40 360ML,유통소비재(BEX),4080,14076000,10169933,3906067
2023-11-01,2023,11,유통3팀,(주)범우켐,WD-40 360ML,유통소비재(BEX),840,2898000,2043543,854457
2023-11-01,2023,11,유통1팀,(주)부광케이씨,WD-40 360ML,유통소비재(BEX),2880,9936000,6943733,2992267
2023-11-01,2023,11,유통2팀,(주)서브원,WD-40 360ML,유통소비재(BEX),2783,9601350,8014807,1586543
2023-11-01,2023,11,유통1팀,(주)신개암,WD-40 360ML,유통소비재(BEX),1200,4140000,3022305,1117695
2023-11-01,2023,11,유통2팀,(주)씨엔모드,WD-40 360ML,유통소비재(BEX),600,2100000,1734064,365936
2023-11-01,2023,11,유통5팀,(주)에스엔더블유,WD-40 360ML,유통소비재(BEX),360,1242000,897347,344653
2023-11-01,2023,11,유통1팀,(주)우리종합금속,WD-40 360ML,유통소비재(BEX),1200,4140000,3022305,1117695
2023-11-01,2023,11,유통1팀,(주)일신비츠온,WD-40 360ML,유통소비재(BEX),1920,6624000,4629155,1994845
2023-11-01,2023,11,유통5팀,(주)제일종합상사웰딩,WD-40 360ML,유통소비재(BEX),2880,9936000,7178777,2757223
2023-11-01,2023,11,유통3팀,(주)케이비원,WD-40 360ML,유통소비재(BEX),11280,38916000,27172518,11743482
2023-11-01,2023,11,유통1팀,(주)태영케미칼,WD-40 360ML,유통소비재(BEX),120,414000,289323,124677
2023-11-01,2023,11,유통1팀,뉴천일연마 주식회사,WD-40 360ML,유통소비재(BEX),4320,14904000,10415597,4488403
2023-11-01,2023,11,유통1팀,대명상사,WD-40 360ML,유통소비재(BEX),1440,4968000,3471866,1496134
2023-11-01,2023,11,유통5팀,대성접착테이프,WD-40 360ML,유통소비재(BEX),720,2484000,1693838,790162
2023-11-01,2023,11,유통3팀,대왕상사유통단지점,WD-40 360ML,유통소비재(BEX),1920,6624000,4670958,1953042
2023-11-01,2023,11,유통3팀,대왕종합상사 주식회사,WD-40 360ML,유통소비재(BEX),3840,13248000,9341919,3906081
2023-11-01,2023,11,유통1팀,동진이코노(주),WD-40 360ML,유통소비재(BEX),7200,24840000,17359330,7480670
2023-11-01,2023,11,유통1팀,디와이(DY)상사,WD-40 360ML,유통소비재(BEX),432,1620000,1050355,569645
2023-11-01,2023,11,유통1팀,명선상사,WD-40 360ML,유통소비재(BEX),480,1656000,1157287,498713
2023-11-01,2023,11,유통3팀,범우하이테크 주식회사,WD-40 360ML,유통소비재(BEX),4080,14076000,9828359,4247641
2023-11-01,2023,11,유통3팀,범우하이텍,WD-40 360ML,유통소비재(BEX),17280,59616000,41625988,17990012
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,WD-40 360ML,유통소비재(BEX),1968,6592800,4686141,1906659
2023-11-01,2023,11,영업지원팀,범우화학공업(주)시화,WD-40 360ML,유통소비재(BEX),192,643200,457183,186017
2023-11-01,2023,11,유통1팀,상도상사,WD-40 360ML,유통소비재(BEX),240,828000,578644,249356
2023-11-01,2023,11,유통1팀,에이원케미칼,WD-40 360ML,유통소비재(BEX),3240,11178000,8160225,3017775
2023-11-01,2023,11,유통3팀,에이치제이(HJ)테이프,WD-40 360ML,유통소비재(BEX),2400,8280000,5838698,2441302
2023-11-01,2023,11,유통1팀,영진하이텍,WD-40 360ML,유통소비재(BEX),720,2484000,1735933,748067
2023-11-01,2023,11,유통5팀,웅케미칼,WD-40 360ML,유통소비재(BEX),360,1242000,846919,395081
2023-11-01,2023,11,유통1팀,유선사,WD-40 360ML,유통소비재(BEX),960,3312000,2314577,997423
2023-11-01,2023,11,유통1팀,주식회사 계룡,WD-40 360ML,유통소비재(BEX),3360,11592000,8462454,3129546
2023-11-01,2023,11,유통1팀,주식회사 동아티앤에스,WD-40 360ML,유통소비재(BEX),240,828000,578644,249356
2023-11-01,2023,11,유통1팀,주식회사 리더스컴퍼니,WD-40 360ML,유통소비재(BEX),48,180000,116706,63294
2023-11-01,2023,11,유통1팀,주식회사 영진하이테크,WD-40 360ML,유통소비재(BEX),720,2484000,1735933,748067
2023-11-01,2023,11,유통5팀,주식회사 프로툴,WD-40 360ML,유통소비재(BEX),1920,6624000,4516902,2107098
2023-11-01,2023,11,영업지원팀,주식회사 협신,WD-40 360ML,유통소비재(BEX),240,828000,572944,255056
2023-11-01,2023,11,유통5팀,주식회사제일하이텍,WD-40 360ML,유통소비재(BEX),120,414000,282307,131693
2023-11-01,2023,11,유통1팀,지앤디 협동조합,WD-40 360ML,유통소비재(BEX),1440,4968000,3626766,1341234
2023-11-01,2023,11,유통5팀,창성종합포장상사,WD-40 360ML,유통소비재(BEX),240,804000,596035,207965
2023-11-01,2023,11,유통3팀,천운상사,WD-40 360ML,유통소비재(BEX),1920,6624000,4670958,1953042
2023-11-01,2023,11,유통1팀,케미코,WD-40 360ML,유통소비재(BEX),2280,7866000,5497122,2368878
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 360ML,유통소비재(BEX),7680,26496000,18500438,7995562
2023-11-01,2023,11,유통2팀,태경플러스(주),WD-40 360ML,유통소비재(BEX),1080,4050000,3508872,541128
2023-11-01,2023,11,유통1팀,한성상사,WD-40 360ML,유통소비재(BEX),2400,8280000,5786442,2493558
2023-11-01,2023,11,유통1팀,한양상사,WD-40 360ML,유통소비재(BEX),960,3312000,2314577,997423
2023-11-01,2023,11,유통2팀,행복나래 주식회사,WD-40 360ML,유통소비재(BEX),2160,7560000,6242628,1317372
2023-11-01,2023,11,유통3팀,(주) 성광종합상사,WD-40 360ml(SS),유통소비재(BEX),11520,42048000,30129148,11918852
2023-11-01,2023,11,유통3팀,(주)대왕상사,WD-40 360ml(SS),유통소비재(BEX),1920,7008000,5021525,1986475
2023-11-01,2023,11,유통1팀,(주)덕수케미칼,WD-40 360ml(SS),유통소비재(BEX),1440,5256000,3732973,1523027
2023-11-01,2023,11,유통2팀,(주)돌비웨이,WD-40 360ml(SS),유통소비재(BEX),888,3285600,2751567,534033
2023-11-01,2023,11,유통1팀,(주)동명하이텍,WD-40 360ml(SS),유통소비재(BEX),1680,6132000,4355136,1776864
2023-11-01,2023,11,유통5팀,(주)동신툴피아,WD-40 360ml(SS),유통소비재(BEX),10560,38544000,26721953,11822047
2023-11-01,2023,11,유통5팀,(주)백두종합상사,WD-40 360ml(SS),유통소비재(BEX),480,1752000,1285769,466231
2023-11-01,2023,11,영업지원팀,(주)범우 시화공장,WD-40 360ml(SS),유통소비재(BEX),1440,5112000,3688009,1423991
2023-11-01,2023,11,영업지원팀,(주)범우 양산공장,WD-40 360ml(SS),유통소비재(BEX),1440,5112000,3688009,1423991
2023-11-01,2023,11,유통3팀,(주)범우켐,WD-40 360ml(SS),유통소비재(BEX),480,1752000,1255381,496619
2023-11-01,2023,11,유통1팀,(주)부광케이씨,WD-40 360ml(SS),유통소비재(BEX),2880,10512000,7465946,3046054
2023-11-01,2023,11,유통2팀,(주)서브원,WD-40 360ml(SS),유통소비재(BEX),2537,9260050,7835330,1424720
2023-11-01,2023,11,유통1팀,(주)신개암,WD-40 360ml(SS),유통소비재(BEX),720,2628000,1948428,679572
2023-11-01,2023,11,유통2팀,(주)씨엔모드,WD-40 360ml(SS),유통소비재(BEX),2880,10656000,8924003,1731997
2023-11-01,2023,11,유통5팀,(주)에스엔더블유,WD-40 360ml(SS),유통소비재(BEX),2280,8322000,6107405,2214595
2023-11-01,2023,11,유통1팀,(주)우리종합금속,WD-40 360ml(SS),유통소비재(BEX),9600,35040000,25979021,9060979
2023-11-01,2023,11,유통5팀,(주)우진접착제,WD-40 360ml(SS),유통소비재(BEX),720,2628000,1821953,806047
2023-11-01,2023,11,유통1팀,(주)일신비츠온,WD-40 360ml(SS),유통소비재(BEX),11520,42048000,29863783,12184217
2023-11-01,2023,11,유통5팀,(주)제일종합상사웰딩,WD-40 360ml(SS),유통소비재(BEX),9840,35916000,26358268,9557732
2023-11-01,2023,11,유통5팀,(주)천우감속기베어링 음성지점,WD-40 360ml(SS),유통소비재(BEX),2160,7884000,5785961,2098039
2023-11-01,2023,11,유통3팀,(주)케이비원,WD-40 360ml(SS),유통소비재(BEX),11520,42048000,29838105,12209895
2023-11-01,2023,11,유통1팀,(주)태영케미칼,WD-40 360ml(SS),유통소비재(BEX),1080,3942000,2799730,1142270
2023-11-01,2023,11,유통2팀,(주)하우플러스,WD-40 360ml(SS),유통소비재(BEX),480,1824000,1497116,326884
2023-11-01,2023,11,유통2팀,개인판매(임직원),WD-40 360ml(SS),유통소비재(BEX),48,175200,162629,12571
2023-11-01,2023,11,유통1팀,뉴천일연마 주식회사,WD-40 360ml(SS),유통소비재(BEX),5280,19272000,13687568,5584432
2023-11-01,2023,11,유통1팀,대명상사,WD-40 360ml(SS),유통소비재(BEX),240,876000,622163,253837
2023-11-01,2023,11,유통5팀,대성접착테이프,WD-40 360ml(SS),유통소비재(BEX),2880,10512000,7287805,3224195
2023-11-01,2023,11,유통3팀,대왕종합상사 주식회사,WD-40 360ml(SS),유통소비재(BEX),5760,21024000,15064573,5959427
2023-11-01,2023,11,유통3팀,대일테이프,WD-40 360ml(SS),유통소비재(BEX),3360,12264000,8787668,3476332
2023-11-01,2023,11,유통5팀,대일포장,WD-40 360ml(SS),유통소비재(BEX),240,876000,607317,268683
2023-11-01,2023,11,유통1팀,동진이코노(주),WD-40 360ml(SS),유통소비재(BEX),1680,6132000,4355136,1776864
2023-11-01,2023,11,유통1팀,디와이(DY)상사,WD-40 360ml(SS),유통소비재(BEX),120,474000,313525,160475
2023-11-01,2023,11,유통1팀,럭키케미칼,WD-40 360ml(SS),유통소비재(BEX),3360,12264000,8710271,3553729
2023-11-01,2023,11,유통3팀,범우하이테크 주식회사,WD-40 360ml(SS),유통소비재(BEX),5760,21024000,14919053,6104947
2023-11-01,2023,11,유통3팀,범우하이텍,WD-40 360ml(SS),유통소비재(BEX),30720,112128000,79568283,32559717
2023-11-01,2023,11,영업지원팀,범우화인켐 주식회사,WD-40 360ml(SS),유통소비재(BEX),19272,68415600,49357835,19057765
2023-11-01,2023,11,유통2팀,범우화학공업(주)시화,WD-40 360ml(SS),유통소비재(BEX),24,87600,81315,6285
2023-11-01,2023,11,영업지원팀,범우화학공업(주)시화,WD-40 360ml(SS),유통소비재(BEX),7200,25560000,18440037,7119963
2023-11-01,2023,11,유통2팀,범우화학공업(주)양산,WD-40 360ml(SS),유통소비재(BEX),24,87600,81315,6285
2023-11-01,2023,11,유통1팀,상도상사,WD-40 360ml(SS),유통소비재(BEX),2160,7884000,5599460,2284540
2023-11-01,2023,11,유통1팀,상수상사,WD-40 360ml(SS),유통소비재(BEX),1920,7008000,4977298,2030702
2023-11-01,2023,11,유통1팀,아주접착테프,WD-40 360ml(SS),유통소비재(BEX),1920,7008000,5195805,1812195
2023-11-01,2023,11,유통1팀,에이원케미칼,WD-40 360ml(SS),유통소비재(BEX),3720,13578000,10066871,3511129
2023-11-01,2023,11,유통3팀,에이치제이(HJ)테이프,WD-40 360ml(SS),유통소비재(BEX),5040,18396000,13181501,5214499
2023-11-01,2023,11,유통1팀,영진하이텍,WD-40 360ml(SS),유통소비재(BEX),2880,10512000,7465946,3046054
2023-11-01,2023,11,유통5팀,웅케미칼,WD-40 360ml(SS),유통소비재(BEX),600,2190000,1518293,671707
2023-11-01,2023,11,유통1팀,유선사,WD-40 360ml(SS),유통소비재(BEX),1080,3942000,2799730,1142270
2023-11-01,2023,11,유통3팀,재경상사,WD-40 360ml(SS),유통소비재(BEX),960,3504000,2510762,993238
2023-11-01,2023,11,유통1팀,재현접착테이프,WD-40 360ml(SS),유통소비재(BEX),1920,7008000,5195805,1812195
2023-11-01,2023,11,유통1팀,주식회사 계룡,WD-40 360ml(SS),유통소비재(BEX),10080,36792000,27277972,9514028
2023-11-01,2023,11,유통1팀,주식회사 동아티앤에스,WD-40 360ml(SS),유통소비재(BEX),1920,7008000,4977298,2030702
2023-11-01,2023,11,유통1팀,주식회사 리더스컴퍼니,WD-40 360ml(SS),유통소비재(BEX),48,189600,125409,64191
2023-11-01,2023,11,유통1팀,주식회사 영진하이테크,WD-40 360ml(SS),유통소비재(BEX),4440,16206000,11509999,4696001
2023-11-01,2023,11,유통5팀,주식회사 프로툴,WD-40 360ml(SS),유통소비재(BEX),4320,15768000,10931709,4836291
2023-11-01,2023,11,영업지원팀,주식회사 협신,WD-40 360ml(SS),유통소비재(BEX),3120,11388000,8009711,3378289
2023-11-01,2023,11,유통5팀,주식회사제일하이텍,WD-40 360ml(SS),유통소비재(BEX),720,2628000,1821952,806048
2023-11-01,2023,11,유통1팀,지앤디 협동조합,WD-40 360ml(SS),유통소비재(BEX),1440,5256000,3896853,1359147
2023-11-01,2023,11,유통5팀,지원,WD-40 360ml(SS),유통소비재(BEX),2640,9636000,6680489,2955511
2023-11-01,2023,11,유통1팀,케미코,WD-40 360ml(SS),유통소비재(BEX),1272,4642800,3297460,1345340
2023-11-01,2023,11,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 360ml(SS),유통소비재(BEX),7680,28032000,19892070,8139930
2023-11-01,2023,11,유통2팀,태경플러스(주),WD-40 360ml(SS),유통소비재(BEX),120,474000,416867,57133
2023-11-01,2023,11,유통1팀,한성상사,WD-40 360ml(SS),유통소비재(BEX),1680,6132000,4355136,1776864
2023-11-01,2023,11,유통2팀,행복나래 주식회사,WD-40 360ml(SS),유통소비재(BEX),497,1888600,1550139,338461
2023-11-01,2023,11,유통2팀,현대모비스(주),WD-40 360ml(SS),유통소비재(BEX),200,790000,694778,95222
